abbr,name,plate,label_index,ap_bregma_mm,ml_mm,ml_abs_mm,dv_mm,position_from,box_cx_frac,box_cy_frac,box_w_frac,box_h_frac,leader_tip_x_frac,leader_tip_y_frac
lo,lateral olfactory tract,16,1,2.55,-2.01,2.01,-6.98,label box,0.3684,0.7006,0.0058,0.0119,,
rf,rhinal fissure,16,0,2.55,2.63,2.63,-6.22,label box,0.6092,0.6392,0.0055,0.0102,,
rf,rhinal fissure,16,1,2.55,-2.79,2.79,-6.24,label box,0.3281,0.6401,0.0058,0.0102,,
2,layer 2 of cortex,17,0,2.2,2.35,2.35,-6.42,label box,0.5943,0.6551,0.0025,0.0091,,
2,layer 2 of cortex,17,1,2.2,0.48,0.48,-7.33,label box,0.4976,0.7284,0.0025,0.0091,,
2,layer 2 of cortex,17,2,2.2,-1.67,1.67,-7.43,label box,0.3863,0.7366,0.0029,0.0085,,
2,layer 2 of cortex,17,3,2.2,-2.47,2.47,-6.5,label box,0.3446,0.6617,0.0033,0.0091,,
3,layer 3 of cortex,17,0,2.2,2.16,2.16,-6.34,label box,0.5848,0.6486,0.0033,0.0085,,
3,layer 3 of cortex,17,1,2.2,1.49,1.49,-7.11,label box,0.5501,0.7108,0.0029,0.0091,,
AI,agranular insular cortex,17,0,2.2,-2.63,2.63,-5.91,label box,0.3363,0.6139,0.0069,0.0119,,
AI,agranular insular cortex,17,1,2.2,2.44,2.44,-5.74,label box,0.5992,0.5998,0.0069,0.0114,,
AcbC,"accumbens nucleus, core",17,0,2.2,-1.16,1.16,-6.31,label box,0.4126,0.6463,0.0193,0.0119,,
AcbC,"accumbens nucleus, core",17,1,2.2,1.05,1.05,-6.24,label box,0.5273,0.6404,0.0192,0.0119,,
AcbSh,"accumbens nucleus, shell",17,0,2.2,-0.91,0.91,-6.9,label box,0.4255,0.694,0.0233,0.0119,,
AcbSh,"accumbens nucleus, shell",17,1,2.2,0.75,0.75,-6.87,label box,0.5114,0.6915,0.0236,0.0125,,
CPu,caudate putamen (striatum),17,0,2.2,-1.64,1.64,-5,label box,0.3879,0.5403,0.0142,0.0114,,
CPu,caudate putamen (striatum),17,1,2.2,1.46,1.46,-4.99,label box,0.5485,0.5395,0.0142,0.0119,,
Cg1,"cingulate cortex, area 1",17,0,2.2,-0.62,0.62,-3.03,label box,0.4407,0.3813,0.0138,0.0119,,
Cg1,"cingulate cortex, area 1",17,1,2.2,0.44,0.44,-3.04,label box,0.4957,0.3819,0.0142,0.0119,,
DCl,dorsal part of claustrum,17,0,2.2,1.98,1.98,-5.24,label box,0.5755,0.5597,0.012,0.0119,,
DCl,dorsal part of claustrum,17,1,2.2,-2.17,2.17,-5.37,label box,0.3602,0.5705,0.012,0.0119,,
DEn,dorsal endopiriform nucleus,17,0,2.2,1.84,1.84,-6.09,label box,0.568,0.6281,0.0138,0.0119,,
DEn,dorsal endopiriform nucleus,17,1,2.2,-1.95,1.95,-6.15,label box,0.3717,0.6333,0.0138,0.0114,,
DI,dysgranular insular cortex,17,0,2.2,2.84,2.84,-5.47,label box,0.6197,0.5785,0.0065,0.0119,,
DI,dysgranular insular cortex,17,1,2.2,-2.92,2.92,-5.61,label box,0.3216,0.5893,0.0065,0.0119,,
DP,dorsal peduncular cortex,17,0,2.2,0.29,0.29,-5.94,label box,0.4878,0.6159,0.0098,0.0114,,
DP,dorsal peduncular cortex,17,1,2.2,-0.44,0.44,-5.94,label box,0.4499,0.616,0.0098,0.0119,,
DTT,dorsal tenia tecta,17,0,2.2,-0.32,0.32,-6.22,label box,0.456,0.6386,0.0145,0.0114,,
DTT,dorsal tenia tecta,17,1,2.2,0.12,0.12,-6.22,label box,0.4791,0.6392,0.0149,0.0114,,
E,ependyma and subependymal layer,17,0,2.2,0.8,0.8,-5.3,label box,0.514,0.5648,0.0036,0.0119,,
Fr3,"frontal cortex, area 3",17,0,2.2,2.6,2.6,-2.55,label box,0.6074,0.3423,0.0105,0.0119,,
Fr3,"frontal cortex, area 3",17,1,2.2,-2.88,2.88,-2.85,label box,0.3236,0.3662,0.0105,0.0119,,
GI,granular insular cortex,17,0,2.2,3.08,3.08,-5.24,label box,0.6324,0.5594,0.0069,0.0119,,
GI,granular insular cortex,17,1,2.2,-3.11,3.11,-5.41,label box,0.3116,0.573,0.0069,0.0119,,
ICj,islands of Calleja,17,0,2.2,-0.47,0.47,-7.32,label box,0.4485,0.7276,0.0084,0.0148,,
IEn,intermediate endopiriform nucleus,17,0,2.2,1.88,1.88,-6.41,label box,0.5699,0.654,0.0105,0.0114,,
IEn,intermediate endopiriform nucleus,17,1,2.2,-1.95,1.95,-6.49,label box,0.3719,0.6603,0.0105,0.0119,,
IL,infralimbic cortex,17,0,2.2,-0.48,0.48,-5.18,label box,0.4479,0.5545,0.0062,0.0114,,
IL,infralimbic cortex,17,1,2.2,0.37,0.37,-5.17,label box,0.4917,0.5538,0.0062,0.0114,,
M1,primary motor cortex,17,0,2.2,1.96,1.96,-2.37,label box,0.5743,0.3276,0.0098,0.0119,,
M1,primary motor cortex,17,1,2.2,-2.28,2.28,-2.55,label box,0.3547,0.3426,0.0094,0.0114,,
M2,secondary motor cortex,17,0,2.2,1.01,1.01,-2.35,label box,0.5251,0.3261,0.0109,0.0114,,
M2,secondary motor cortex,17,1,2.2,-1.19,1.19,-2.4,label box,0.4112,0.3304,0.0113,0.0119,,
Nv,navicular nucleus of the basal forebrain,17,0,2.2,-0.35,0.35,-6.79,label box,0.4546,0.6847,0.0087,0.0114,,
Nv,navicular nucleus of the basal forebrain,17,1,2.2,0.17,0.17,-6.79,label box,0.4815,0.6849,0.0087,0.0119,,
Pir,piriform cortex,17,0,2.2,2.17,2.17,-6.54,label box,0.5852,0.6648,0.0091,0.0114,,
Pir,piriform cortex,17,1,2.2,-2.17,2.17,-6.68,label box,0.3605,0.6759,0.0094,0.0119,,
PrL,prelimbic cortex,17,0,2.2,-0.55,0.55,-4.07,label box,0.444,0.4648,0.0116,0.0114,,
PrL,prelimbic cortex,17,1,2.2,0.49,0.49,-4.03,label box,0.498,0.4617,0.0116,0.0114,,
S1DZ,"primary somatosensory cortex, dysgranular zone",17,0,2.2,-4.25,4.25,-4.11,label box,0.2524,0.4685,0.0193,0.0119,,
S1DZ,"primary somatosensory cortex, dysgranular zone",17,1,2.2,3.8,3.8,-3.91,label box,0.6698,0.4521,0.0196,0.0125,,
S1FL,"primary somatosensory cortex, forelimb region",17,0,2.2,3.33,3.33,-3.09,label box,0.6451,0.3862,0.0182,0.0125,,
S1FL,"primary somatosensory cortex, forelimb region",17,1,2.2,-3.63,3.63,-3.31,label box,0.2844,0.4041,0.0185,0.0119,,
S1J,"primary somatosensory cortex, jaw region",17,0,2.2,3.38,3.38,-4.48,label box,0.648,0.4981,0.0131,0.0125,,
S1J,"primary somatosensory cortex, jaw region",17,1,2.2,-3.62,3.62,-4.73,label box,0.2849,0.5188,0.0131,0.0119,,
Tu,olfactory tubercle,17,0,2.2,1.36,1.36,-7.29,label box,0.5431,0.725,0.0076,0.0114,,
Tu,olfactory tubercle,17,1,2.2,-1.42,1.42,-7.49,label box,0.3991,0.7418,0.0076,0.0114,,
VCl,ventral part of claustrum,17,0,2.2,1.8,1.8,-5.58,label box,0.5661,0.5872,0.0116,0.0119,,
VCl,ventral part of claustrum,17,1,2.2,-1.98,1.98,-5.67,label box,0.3702,0.5941,0.0116,0.0125,,
VP,ventral pallidum,17,0,2.2,0.68,0.68,-7.13,leader tip,0.5314,0.7148,0.0102,0.0119,0.5082,0.7122
aca,"anterior commissure, anterior part",17,0,2.2,1.51,1.51,-6.55,label box,0.5511,0.6656,0.0127,0.0085,,
aca,"anterior commissure, anterior part",17,1,2.2,-1.67,1.67,-6.65,label box,0.386,0.6736,0.0127,0.0091,,
cg,cingulum,17,0,2.2,-1.42,1.42,-3.85,label box,0.3993,0.4477,0.008,0.0114,,
cg,cingulum,17,1,2.2,1.29,1.29,-3.76,label box,0.5398,0.4403,0.0084,0.0114,,
fmi,forceps minor of the corpus callosum,17,0,2.2,1.9,1.9,-3.95,label box,0.5714,0.4551,0.0113,0.0114,,
fmi,forceps minor of the corpus callosum,17,1,2.2,-2.02,2.02,-4.06,label box,0.3683,0.4642,0.0113,0.0114,,
lo,lateral olfactory tract,17,0,2.2,-2.41,2.41,-6.93,label box,0.3481,0.696,0.0058,0.0114,,
lo,lateral olfactory tract,17,1,2.2,2.22,2.22,-6.92,label box,0.5876,0.6952,0.0058,0.0119,,
rf,rhinal fissure,17,0,2.2,-3.25,3.25,-6.18,label box,0.3045,0.6358,0.0051,0.0114,,
rf,rhinal fissure,17,1,2.2,3.1,3.1,-6.15,label box,0.6332,0.633,0.0055,0.0114,,
1,layer 1 of cortex,18,0,1.85,-2.88,2.88,-6.73,label box,0.3234,0.6801,0.0022,0.0114,,
1,layer 1 of cortex,18,1,1.85,2.7,2.7,-6.71,label box,0.6125,0.6784,0.0025,0.0114,,
2,layer 2 of cortex,18,0,1.85,2.54,2.54,-6.61,label box,0.6041,0.6702,0.004,0.0119,,
2,layer 2 of cortex,18,1,1.85,0.06,0.06,-7.32,label box,0.476,0.7276,0.0029,0.0085,,
2,layer 2 of cortex,18,2,1.85,-2.7,2.7,-6.64,label box,0.3326,0.6728,0.004,0.0119,,
2,layer 2 of cortex,18,3,1.85,-0.34,0.34,-7.32,label box,0.4552,0.7276,0.0029,0.0091,,
3,layer 3 of cortex,18,0,1.85,2.38,2.38,-6.52,label box,0.5961,0.6631,0.0044,0.0119,,
3,layer 3 of cortex,18,1,1.85,-2.51,2.51,-6.57,label box,0.3426,0.6671,0.0044,0.0119,,
3,layer 3 of cortex,18,2,1.85,1.43,1.43,-7.37,label box,0.5467,0.7319,0.0044,0.0119,,
AI,agranular insular cortex,18,0,1.85,2.69,2.69,-5.88,label box,0.6122,0.6111,0.0069,0.0114,,
AI,agranular insular cortex,18,1,1.85,-2.92,2.92,-6.09,label box,0.3214,0.6285,0.0069,0.0119,,
AcbC,"accumbens nucleus, core",18,0,1.85,-1.26,1.26,-6.45,label box,0.4073,0.6571,0.0189,0.0119,,
AcbC,"accumbens nucleus, core",18,1,1.85,0.92,0.92,-6.45,label box,0.5203,0.6577,0.0189,0.0119,,
AcbSh,"accumbens nucleus, shell",18,0,1.85,-0.67,0.67,-6.87,label box,0.4379,0.6912,0.0233,0.0119,,
AcbSh,"accumbens nucleus, shell",18,1,1.85,0.47,0.47,-6.88,label box,0.4973,0.6923,0.0236,0.0119,,
CPu,caudate putamen (striatum),18,0,1.85,-1.9,1.9,-4.67,label box,0.3741,0.5139,0.0142,0.0119,,
CPu,caudate putamen (striatum),18,1,1.85,1.59,1.59,-4.68,label box,0.5552,0.5145,0.0138,0.0119,,
Cg1,"cingulate cortex, area 1",18,0,1.85,0.55,0.55,-2.77,label box,0.5011,0.3603,0.0142,0.0119,,
Cg1,"cingulate cortex, area 1",18,1,1.85,-0.51,0.51,-2.83,label box,0.4461,0.3651,0.0138,0.0125,,
DCl,dorsal part of claustrum,18,0,1.85,2.29,2.29,-5.48,label box,0.5912,0.5793,0.012,0.0125,,
DCl,dorsal part of claustrum,18,1,1.85,-2.5,2.5,-5.5,label box,0.3434,0.5807,0.0123,0.0119,,
DEn,dorsal endopiriform nucleus,18,0,1.85,-2.23,2.23,-6.37,label box,0.3572,0.6511,0.0138,0.0114,,
DEn,dorsal endopiriform nucleus,18,1,1.85,2.1,2.1,-6.26,label box,0.5818,0.6423,0.0138,0.0119,,
DI,dysgranular insular cortex,18,0,1.85,-3.14,3.14,-5.82,label box,0.3098,0.6065,0.0047,0.0119,,
DI,dysgranular insular cortex,18,1,1.85,3.05,3.05,-5.63,label box,0.6309,0.591,0.0065,0.0119,,
DP,dorsal peduncular cortex,18,0,1.85,0.29,0.29,-4.81,label box,0.488,0.525,0.0094,0.0114,,
DP,dorsal peduncular cortex,18,1,1.85,-0.33,0.33,-4.81,label box,0.4554,0.5248,0.0098,0.0114,,
DTT,dorsal tenia tecta,18,0,1.85,0.28,0.28,-5.55,label box,0.4873,0.5847,0.0149,0.0119,,
DTT,dorsal tenia tecta,18,1,1.85,-0.37,0.37,-5.56,label box,0.4537,0.5853,0.0145,0.0119,,
E,ependyma and subependymal layer,18,0,1.85,-0.76,0.76,-5.32,label box,0.4334,0.566,0.0036,0.0119,,
GI,granular insular cortex,18,0,1.85,3.26,3.26,-5.41,label box,0.6415,0.5736,0.0069,0.0119,,
GI,granular insular cortex,18,1,1.85,-3.32,3.32,-5.65,label box,0.3007,0.5927,0.0069,0.0119,,
ICj,islands of Calleja,18,0,1.85,-0.55,0.55,-7.65,label box,0.4442,0.754,0.0084,0.0148,,
ICj,islands of Calleja,18,1,1.85,0.25,0.25,-7.53,label box,0.4855,0.7449,0.0087,0.0148,,
ICj,islands of Calleja,18,2,1.85,1.18,1.18,-7.73,label box,0.5338,0.7606,0.0084,0.0148,,
ICj,islands of Calleja,18,3,1.85,-0.95,0.95,-7.77,label box,0.4234,0.764,0.0084,0.0148,,
IEn,intermediate endopiriform nucleus,18,0,1.85,1.96,1.96,-6.6,label box,0.5745,0.6693,0.0102,0.0114,,
IEn,intermediate endopiriform nucleus,18,1,1.85,-2.03,2.03,-6.73,label box,0.3674,0.6801,0.0102,0.0114,,
IG,indusium griseum,18,0,1.85,-0.2,0.2,-5.2,label box,0.4622,0.5563,0.0065,0.0125,,
IL,infralimbic cortex,18,0,1.85,-0.47,0.47,-4.28,label box,0.4484,0.4818,0.0058,0.0114,,
IL,infralimbic cortex,18,1,1.85,0.48,0.48,-4.26,label box,0.4975,0.4807,0.0058,0.0114,,
LSI,"lateral septal nucleus, intermediate part",18,0,1.85,-0.35,0.35,-6.4,label box,0.4544,0.6537,0.0105,0.0119,,
LSI,"lateral septal nucleus, intermediate part",18,1,1.85,0.18,0.18,-6.39,label box,0.4822,0.6523,0.0109,0.0114,,
LV,lateral ventricle,18,0,1.85,-0.57,0.57,-5.32,label box,0.443,0.566,0.0084,0.0119,,
M1,primary motor cortex,18,0,1.85,-2.27,2.27,-2.5,label box,0.3552,0.3386,0.0098,0.0114,,
M1,primary motor cortex,18,1,1.85,2.32,2.32,-2.43,label box,0.5927,0.3324,0.0094,0.0114,,
M2,secondary motor cortex,18,0,1.85,-1.21,1.21,-2.31,label box,0.4102,0.3227,0.0109,0.0114,,
M2,secondary motor cortex,18,1,1.85,1.28,1.28,-2.22,label box,0.5392,0.3159,0.0109,0.0114,,
Nv,navicular nucleus of the basal forebrain,18,0,1.85,0.02,0.02,-6.91,label box,0.474,0.6943,0.0091,0.0114,,
Nv,navicular nucleus of the basal forebrain,18,1,1.85,-0.27,0.27,-6.9,label box,0.4585,0.6935,0.0087,0.0114,,
Pir,piriform cortex,18,0,1.85,-2.48,2.48,-6.77,label box,0.3441,0.6835,0.0094,0.0114,,
PrL,prelimbic cortex,18,0,1.85,0.47,0.47,-3.65,label box,0.4973,0.4308,0.0116,0.0119,,
PrL,prelimbic cortex,18,1,1.85,-0.52,0.52,-3.66,label box,0.4457,0.4319,0.0116,0.0119,,
S1DZ,"primary somatosensory cortex, dysgranular zone",18,0,1.85,-3.13,3.13,-3.6,label box,0.3105,0.427,0.0193,0.0119,,
S1DZ,"primary somatosensory cortex, dysgranular zone",18,1,1.85,3.48,3.48,-3.51,label box,0.6528,0.4202,0.0193,0.0119,,
S1DZO,"primary somatosensory cortex, oral dysgranular zone",18,0,1.85,4.51,4.51,-3.93,label box,0.7066,0.4538,0.0251,0.0125,,
S1DZO,"primary somatosensory cortex, oral dysgranular zone",18,1,1.85,-4.49,4.49,-4.08,label box,0.2401,0.466,0.0251,0.0119,,
S1FL,"primary somatosensory cortex, forelimb region",18,0,1.85,-3.11,3.11,-2.83,label box,0.3114,0.3651,0.0182,0.0119,,
S1FL,"primary somatosensory cortex, forelimb region",18,1,1.85,3.47,3.47,-2.89,label box,0.6523,0.3696,0.0182,0.0119,,
S1J,"primary somatosensory cortex, jaw region",18,0,1.85,-4.02,4.02,-3.59,label box,0.2645,0.4261,0.0131,0.0125,,
S1J,"primary somatosensory cortex, jaw region",18,1,1.85,4.29,4.29,-3.55,label box,0.6952,0.4234,0.0131,0.0119,,
S1ULp,"primary somatosensory cortex, upper lip region",18,0,1.85,3.86,3.86,-4.36,label box,0.6726,0.4886,0.024,0.0148,,
S1ULp,"primary somatosensory cortex, upper lip region",18,1,1.85,-3.87,3.87,-4.55,label box,0.2722,0.504,0.024,0.0148,,
S2,secondary somatosensory cortex,18,0,1.85,3.47,3.47,-5.02,label box,0.6524,0.5418,0.0091,0.0119,,
S2,secondary somatosensory cortex,18,1,1.85,-3.37,3.37,-5.19,label box,0.2981,0.556,0.0091,0.0119,,
SHi,septohippocampal nucleus,18,0,1.85,-0.22,0.22,-6.01,label box,0.4614,0.6222,0.0116,0.0119,,
Tu,olfactory tubercle,18,0,1.85,-1.78,1.78,-7.61,label box,0.3803,0.7511,0.0076,0.0114,,
Tu,olfactory tubercle,18,1,1.85,1.37,1.37,-7.58,label box,0.5438,0.7489,0.008,0.0119,,
VCl,ventral part of claustrum,18,0,1.85,-2.28,2.28,-5.83,label box,0.3547,0.6077,0.0116,0.0119,,
VCl,ventral part of claustrum,18,1,1.85,2.06,2.06,-5.78,label box,0.5795,0.6032,0.012,0.0125,,
VP,ventral pallidum,18,0,1.85,1.6,1.6,-6.95,label box,0.5554,0.6977,0.0098,0.0114,,
VP,ventral pallidum,18,1,1.85,-1.88,1.88,-7.05,label box,0.3754,0.7057,0.0094,0.0114,,
VP,ventral pallidum,18,2,1.85,-0.48,0.48,-7.29,label box,0.4479,0.725,0.0185,0.0148,,
VP,ventral pallidum,18,3,1.85,0.2,0.2,-7.11,label box,0.4831,0.7108,0.0098,0.0114,,
VP,ventral pallidum,18,4,1.85,-1.72,1.72,-7.35,label box,0.3835,0.7301,0.0098,0.0114,,
VP,ventral pallidum,18,5,1.85,1.13,1.13,-7.4,label box,0.5314,0.7341,0.0098,0.0114,,
VP,ventral pallidum,18,6,1.85,-1.31,1.31,-7.49,label box,0.4047,0.7413,0.0102,0.0114,,
aca,"anterior commissure, anterior part",18,0,1.85,-1.69,1.69,-6.75,label box,0.3852,0.6818,0.0124,0.0091,,
aca,"anterior commissure, anterior part",18,1,1.85,1.53,1.53,-6.67,label box,0.552,0.675,0.0124,0.0091,,
cg,cingulum,18,0,1.85,-1.11,1.11,-3.88,label box,0.415,0.4494,0.008,0.0114,,
cg,cingulum,18,1,1.85,1.19,1.19,-3.78,label box,0.5342,0.4413,0.0084,0.0114,,
fmi,forceps minor of the corpus callosum,18,0,1.85,-2.25,2.25,-3.78,label box,0.3563,0.442,0.0113,0.0114,,
fmi,forceps minor of the corpus callosum,18,1,1.85,2.33,2.33,-3.7,label box,0.5934,0.4352,0.0109,0.0114,,
lo,lateral olfactory tract,18,0,1.85,-2.53,2.53,-7.09,label box,0.3414,0.7094,0.0055,0.0119,,
lo,lateral olfactory tract,18,1,1.85,2.41,2.41,-7.04,label box,0.5976,0.7051,0.0055,0.0114,,
rf,rhinal fissure,18,0,1.85,3.23,3.23,-6.39,label box,0.6403,0.6528,0.0051,0.0114,,
rf,rhinal fissure,18,1,1.85,-3.44,3.44,-6.46,label box,0.2943,0.6585,0.0051,0.0114,,
1,layer 1 of cortex,19,0,1.5,-3,3,-6.54,label box,0.3172,0.6648,0.0022,0.0114,,
1,layer 1 of cortex,19,1,1.5,-0.88,0.88,-7.77,label box,0.427,0.7639,0.0022,0.0108,,
1,layer 1 of cortex,19,2,1.5,2.98,2.98,-6.51,label box,0.6273,0.662,0.0022,0.0119,,
1,layer 1 of cortex,19,3,1.5,1.09,1.09,-7.78,label box,0.5291,0.7648,0.0025,0.0119,,
2,layer 2 of cortex,19,0,1.5,-2.81,2.81,-6.43,label box,0.3272,0.6562,0.004,0.0114,,
2,layer 2 of cortex,19,1,1.5,-0.96,0.96,-7.63,label box,0.4228,0.7528,0.004,0.0114,,
2,layer 2 of cortex,19,2,1.5,2.84,2.84,-6.4,label box,0.6198,0.6535,0.004,0.0119,,
2,layer 2 of cortex,19,3,1.5,1.07,1.07,-7.62,label box,0.528,0.7523,0.004,0.0119,,
3,layer 3 of cortex,19,0,1.5,-2.6,2.6,-6.33,label box,0.3381,0.6477,0.004,0.0114,,
3,layer 3 of cortex,19,1,1.5,2.67,2.67,-6.31,label box,0.611,0.6464,0.0044,0.0114,,
3,layer 3 of cortex,19,2,1.5,1.04,1.04,-7.46,label box,0.5264,0.7387,0.0044,0.0119,,
3,layer 3 of cortex,19,3,1.5,-1.07,1.07,-7.49,label box,0.4174,0.7415,0.0044,0.0119,,
AI,agranular insular cortex,19,0,1.5,-2.83,2.83,-5.95,label box,0.3259,0.6174,0.0065,0.0114,,
AI,agranular insular cortex,19,1,1.5,2.98,2.98,-5.96,label box,0.6271,0.6177,0.0069,0.0119,,
AcbC,"accumbens nucleus, core",19,0,1.5,-1.14,1.14,-6.09,label box,0.4137,0.6287,0.0193,0.0119,,
AcbC,"accumbens nucleus, core",19,1,1.5,1.19,1.19,-6.05,label box,0.5342,0.6251,0.0192,0.0119,,
AcbSh,"accumbens nucleus, shell",19,0,1.5,-0.56,0.56,-6.35,label box,0.4439,0.6497,0.0236,0.0119,,
AcbSh,"accumbens nucleus, shell",19,1,1.5,0.62,0.62,-6.26,label box,0.5047,0.6423,0.0233,0.0119,,
CPu,caudate putamen (striatum),19,0,1.5,-1.9,1.9,-4.7,label box,0.3741,0.5162,0.0142,0.0119,,
CPu,caudate putamen (striatum),19,1,1.5,1.69,1.69,-4.68,label box,0.5601,0.5145,0.0142,0.0119,,
Cg1,"cingulate cortex, area 1",19,0,1.5,-0.57,0.57,-2.66,label box,0.4433,0.3511,0.0138,0.0125,,
Cg1,"cingulate cortex, area 1",19,1,1.5,0.52,0.52,-2.69,label box,0.4995,0.3537,0.0142,0.0119,,
Cg2,"cingulate cortex, area 2",19,0,1.5,0.59,0.59,-3.47,label box,0.5035,0.4168,0.0149,0.0119,,
Cg2,"cingulate cortex, area 2",19,1,1.5,-0.56,0.56,-3.49,label box,0.4439,0.4185,0.0149,0.0119,,
DCl,dorsal part of claustrum,19,0,1.5,2.69,2.69,-5.31,label box,0.6122,0.5651,0.012,0.0125,,
DCl,dorsal part of claustrum,19,1,1.5,-2.68,2.68,-5.4,label box,0.3341,0.5728,0.012,0.0119,,
DEn,dorsal endopiriform nucleus,19,0,1.5,-2.4,2.4,-6.18,label box,0.3485,0.6358,0.0138,0.0114,,
DEn,dorsal endopiriform nucleus,19,1,1.5,2.39,2.39,-6.21,label box,0.5967,0.6378,0.0138,0.0119,,
DI,dysgranular insular cortex,19,0,1.5,3.19,3.19,-5.73,label box,0.6381,0.5989,0.0044,0.0114,,
DI,dysgranular insular cortex,19,1,1.5,-3.16,3.16,-5.82,label box,0.3092,0.6066,0.0065,0.0114,,
E,ependyma and subependymal layer,19,0,1.5,0.55,0.55,-4.66,label box,0.5013,0.5129,0.0036,0.0114,,
GI,granular insular cortex,19,0,1.5,3.31,3.31,-5.52,label box,0.6445,0.5825,0.0069,0.0119,,
GI,granular insular cortex,19,1,1.5,-3.52,3.52,-5.73,label box,0.2902,0.5989,0.0069,0.0119,,
ICj,islands of Calleja,19,0,1.5,1.3,1.3,-7.41,leader tip,0.5587,0.7293,0.0113,0.0142,0.5401,0.7348
IEn,intermediate endopiriform nucleus,19,0,1.5,-2.13,2.13,-6.4,label box,0.3621,0.6537,0.0105,0.0119,,
IEn,intermediate endopiriform nucleus,19,1,1.5,2.24,2.24,-6.41,label box,0.5887,0.6545,0.0102,0.0114,,
IG,indusium griseum,19,0,1.5,-0.11,0.11,-4.4,label box,0.4668,0.4915,0.0069,0.0125,,
LAcbSh,lateral accumbens shell,19,0,1.5,-1.19,1.19,-7.02,label box,0.4113,0.7031,0.0276,0.0119,,
LAcbSh,lateral accumbens shell,19,1,1.5,1.26,1.26,-6.99,label box,0.538,0.7009,0.028,0.0119,,
LSD,"lateral septal nucleus, dorsal part",19,0,1.5,-0.48,0.48,-4.61,leader tip,0.4566,0.5429,0.0142,0.0119,0.4479,0.5089
LSD,"lateral septal nucleus, dorsal part",19,1,1.5,0.64,0.64,-4.58,leader tip,0.4962,0.5403,0.0142,0.0114,0.5061,0.5066
LSI,"lateral septal nucleus, intermediate part",19,0,1.5,-0.13,0.13,-5.79,label box,0.466,0.6037,0.0243,0.0187,,
LSI,"lateral septal nucleus, intermediate part",19,1,1.5,0.36,0.36,-5.74,label box,0.4916,0.5997,0.0109,0.0119,,
LSV,"lateral septal nucleus, ventral part",19,0,1.5,-0.45,0.45,-5.36,label box,0.4493,0.5696,0.0142,0.0119,,
LSV,"lateral septal nucleus, ventral part",19,1,1.5,0.59,0.59,-5.37,label box,0.5031,0.5702,0.0142,0.0119,,
M1,primary motor cortex,19,0,1.5,2.1,2.1,-2.08,label box,0.5814,0.304,0.0094,0.0114,,
M1,primary motor cortex,19,1,1.5,-2.22,2.22,-2.33,label box,0.3577,0.3244,0.0098,0.0114,,
M2,secondary motor cortex,19,0,1.5,-1.22,1.22,-2.14,label box,0.4095,0.3094,0.0109,0.0119,,
M2,secondary motor cortex,19,1,1.5,0.98,0.98,-2.05,label box,0.5233,0.3023,0.0109,0.0114,,
MS,medial septal nucleus,19,0,1.5,-0.14,0.14,-6.16,label box,0.4655,0.6338,0.0116,0.0119,,
MS,medial septal nucleus,19,1,1.5,0.2,0.2,-6.15,label box,0.4831,0.6332,0.0113,0.0119,,
Pir,piriform cortex,19,0,1.5,2.41,2.41,-6.63,label box,0.5977,0.6722,0.0094,0.0114,,
Pir,piriform cortex,19,1,1.5,-2.5,2.5,-6.58,label box,0.343,0.668,0.0094,0.0114,,
S1DZ,"primary somatosensory cortex, dysgranular zone",19,0,1.5,-3.22,3.22,-3.65,label box,0.3058,0.4315,0.0193,0.0119,,
S1DZ,"primary somatosensory cortex, dysgranular zone",19,1,1.5,3.24,3.24,-3.4,label box,0.6407,0.4109,0.0196,0.0119,,
S1DZO,"primary somatosensory cortex, oral dysgranular zone",19,0,1.5,-4.66,4.66,-3.97,label box,0.2311,0.4568,0.0247,0.0125,,
S1DZO,"primary somatosensory cortex, oral dysgranular zone",19,1,1.5,4.74,4.74,-3.94,label box,0.7182,0.4546,0.0251,0.0119,,
S1FL,"primary somatosensory cortex, forelimb region",19,0,1.5,3.21,3.21,-2.56,label box,0.6393,0.3433,0.0182,0.0119,,
S1FL,"primary somatosensory cortex, forelimb region",19,1,1.5,-3.34,3.34,-2.84,label box,0.2998,0.3654,0.0182,0.0119,,
S1J,"primary somatosensory cortex, jaw region",19,0,1.5,-4.3,4.3,-3.46,label box,0.25,0.416,0.0131,0.0119,,
S1ULp,"primary somatosensory cortex, upper lip region",19,0,1.5,-4.22,4.22,-4.39,label box,0.2538,0.4906,0.0243,0.0142,,
S1ULp,"primary somatosensory cortex, upper lip region",19,1,1.5,4.06,4.06,-4.25,label box,0.6831,0.4795,0.024,0.0148,,
S2,secondary somatosensory cortex,19,0,1.5,3.53,3.53,-5.04,label box,0.6556,0.5435,0.0094,0.0125,,
S2,secondary somatosensory cortex,19,1,1.5,-3.54,3.54,-5.26,label box,0.2891,0.5611,0.0091,0.0125,,
SHi,septohippocampal nucleus,19,0,1.5,0.05,0.05,-5.1,label box,0.4753,0.5481,0.012,0.0125,,
Tu,olfactory tubercle,19,0,1.5,-1.24,1.24,-7.68,label box,0.4086,0.7568,0.0076,0.0114,,
Tu,olfactory tubercle,19,1,1.5,0.87,0.87,-7.62,label box,0.5176,0.752,0.008,0.0114,,
VCl,ventral part of claustrum,19,0,1.5,-2.49,2.49,-5.74,label box,0.3435,0.6001,0.012,0.0119,,
